tag,cond_key,scope,dynamic,b,t,prec,tf32_lstm,num_repeat,feature_dim,lstm_n,allow_rnn,gpu,compile_s,ms_step_median,ms_step_mean,peak_GiB,graph_break,dynamo_frames,recompile_in_measure,status,error
dynamic-none-scopes,557e1e70494f22fe,separator,,16,48000,fp32,True,6,128,12,False,1,nan,nan,nan,nan,0,0,0,OOM,"OutOfMemoryError: CUDA out of memory. Tried to allocate 2.82 GiB. GPU 0 has a total capacity of 23.56 GiB of which 163.12 MiB is free. Including non-PyTorch memory, this process has 23.39 GiB memory in use. Of the allocated memory 20.40 GiB is allocated by PyTorch, and 2.68 GiB is reserved by PyTorc"
dynamic-none-scopes,0ddbd46e04eae857,separator,,4,48000,fp32,True,6,128,12,False,0,16.2,431.1,436.0,9.57,3,6,0,ok,
dynamic-none-scopes,b7dc05adbfe6a4bc,separator&spk,,2,48000,fp16-mixed,True,6,128,12,False,2,28.6,408.7,413.8,2.76,3,11,0,ok,
dynamic-none-scopes,5e9a1d131466c865,separator,,4,48000,bf16-mixed,True,6,128,12,False,0,16.8,419.3,422.7,5.13,3,6,0,ok,
dynamic-none-scopes,703b85acce5e5d53,separator&spk,,8,48000,fp16-mixed,True,6,128,12,False,3,29.4,486.2,490.1,9.85,3,11,0,ok,
dynamic-none-scopes,d89dc483757c91ed,separator,,16,48000,bf16-mixed,True,6,128,12,False,1,16.8,597.6,598.8,19.38,3,6,0,ok,
dynamic-none-scopes,cb35970617e95c12,separator&spk,,16,48000,fp32,True,6,128,12,False,3,nan,nan,nan,nan,0,0,0,OOM,"OutOfMemoryError: CUDA out of memory. Tried to allocate 2.82 GiB. GPU 0 has a total capacity of 23.56 GiB of which 157.12 MiB is free. Including non-PyTorch memory, this process has 23.40 GiB memory in use. Of the allocated memory 20.40 GiB is allocated by PyTorch, and 2.68 GiB is reserved by PyTorc"
dynamic-none-scopes,48944389aea1027c,separator,,4,48000,fp16-mixed,True,6,128,12,False,0,16.7,414.8,419.6,5.13,3,6,0,ok,
dynamic-none-scopes,10fea2656772aec7,separator&spk,,4,48000,fp32,True,6,128,12,False,2,28.6,409.7,414.5,9.55,3,11,0,ok,
dynamic-none-scopes,5ec6158c5855a282,separator,,16,48000,fp16-mixed,True,6,128,12,False,1,17.2,592.3,592.0,19.38,3,6,0,ok,
dynamic-none-scopes,3c157861d9387c52,separator&spk,,16,48000,bf16-mixed,True,6,128,12,False,3,28.9,589.2,592.5,19.33,3,11,0,ok,
dynamic-none-scopes,690cd203d75f0123,separator&spk,,4,48000,bf16-mixed,True,6,128,12,False,2,27.9,436.3,438.8,5.12,3,11,0,ok,
dynamic-none-scopes,9a7b726fd7eacd2d,separator&spk,,4,48000,fp16-mixed,True,6,128,12,False,2,27.5,393.3,393.9,5.12,3,11,0,ok,
dynamic-none-scopes,bccea87b508cc31e,separator&spk,,16,48000,fp16-mixed,True,6,128,12,False,3,27.5,595.8,595.7,19.33,3,11,0,ok,
dynamic-none,faed911ca8713c02,model,False,16,48000,fp16-mixed,True,6,128,12,False,3,107.5,600.2,16976.9,19.34,35,40,22,ok,
